"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"16693","27721","10","6","97849","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16694","27721","10","6","132913","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16695","27721","10","6","167977","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16696","27721","10","6","203041","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16697","27721","10","6","238105","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16698","27721","10","6","273169","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16699","27721","10","6","308233","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16700","27721","10","6","343297","3","24.2227","64.917","12.905","39.495","19.64","0","0","0","0","26","0.812","64.917","0","26","19.64","0.812","12.905","39.495","10","0","3"
"16701","27721","10","3","27721","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16702","27721","10","3","62785","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16703","27721","10","3","97849","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16704","27721","10","3","132913","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16705","27721","10","3","167977","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16706","27721","10","3","203041","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16707","27721","10","3","238105","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16708","27721","10","3","273169","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16709","27721","10","3","308233","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16710","27721","10","3","343297","3","132.336","6.617","12.905","39.495","19.64","0","0","0","0","26","0.812","6.617","0","26","19.64","0.812","12.905","39.495","10","3","3"
"16711","27721","10","5","27721","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16712","27721","10","5","62785","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16713","27721","10","5","97849","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16714","27721","10","5","132913","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16715","27721","10","5","167977","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16716","27721","10","5","203041","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16717","27721","10","5","238105","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16718","27721","10","5","273169","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16719","27721","10","5","308233","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16720","27721","10","5","343297","3","72.855","3.643","12.905","39.495","19.64","0","0","0","0","26","0.812","3.643","0","26","19.64","0.812","12.905","39.495","10","5","3"
"16721","27721","11","2","27721","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16722","27721","11","2","62785","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16723","27721","11","2","97849","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16724","27721","11","2","132913","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16725","27721","11","2","167977","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16726","27721","11","2","203041","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16727","27721","11","2","238105","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16728","27721","11","2","273169","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16729","27721","11","2","308233","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16730","27721","11","2","343297","3","32.1199","1.606","12.3","35.28","23.66","0","0","0","0","0","0","1.606","0","0","23.66",NULL,"12.3","35.28","0","2","3"
"16731","27721","11","3","27721","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16732","27721","11","3","62785","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16733","27721","11","3","97849","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16734","27721","11","3","132913","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16735","27721","11","3","167977","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16736","27721","11","3","203041","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16737","27721","11","3","238105","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16738","27721","11","3","273169","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16739","27721","11","3","308233","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16740","27721","11","3","343297","3","6.816","0.341","12.3","35.28","23.66","0","0","0","0","0","0","0.341","0","0","23.66",NULL,"12.3","35.28","0","3","3"
"16741","27721","11","5","27721","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16742","27721","11","5","62785","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16743","27721","11","5","97849","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16744","27721","11","5","132913","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16745","27721","11","5","167977","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16746","27721","11","5","203041","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16747","27721","11","5","238105","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16748","27721","11","5","273169","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16749","27721","11","5","308233","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16750","27721","11","5","343297","3","11.264","0.563","12.3","35.28","23.66","0","0","0","0","0","0","0.563","0","0","23.66",NULL,"12.3","35.28","0","5","3"
"16751","28465","1","2","28465","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16752","28465","1","2","63529","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16753","28465","1","2","98593","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16754","28465","1","2","133657","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16755","28465","1","2","168721","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16756","28465","1","2","203785","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16757","28465","1","2","238849","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16758","28465","1","2","273913","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16759","28465","1","2","308977","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16760","28465","1","2","344041","4","130.53","349.82","16.915","35.795","17.636","0","0","0","0","29","1.706","349.82","0","29","17.636","1.706","16.915","35.795","1","2","4"
"16761","28465","1","6","28465","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16762","28465","1","6","63529","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16763","28465","1","6","98593","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16764","28465","1","6","133657","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16765","28465","1","6","168721","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16766","28465","1","6","203785","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16767","28465","1","6","238849","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16768","28465","1","6","273913","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16769","28465","1","6","308977","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16770","28465","1","6","344041","4","51.9253","2.596","16.915","35.795","17.636","0","0","0","0","29","1.706","2.596","0","29","17.636","1.706","16.915","35.795","1","0","4"
"16771","28465","1","3","28465","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16772","28465","1","3","63529","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16773","28465","1","3","98593","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16774","28465","1","3","133657","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16775","28465","1","3","168721","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16776","28465","1","3","203785","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16777","28465","1","3","238849","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16778","28465","1","3","273913","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16779","28465","1","3","308977","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16780","28465","1","3","344041","4","100.313","5.016","16.915","35.795","17.636","0","0","0","0","29","1.706","5.016","0","29","17.636","1.706","16.915","35.795","1","3","4"
"16781","28465","1","5","28465","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16782","28465","1","5","63529","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16783","28465","1","5","98593","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16784","28465","1","5","133657","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16785","28465","1","5","168721","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16786","28465","1","5","203785","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16787","28465","1","5","238849","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16788","28465","1","5","273913","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16789","28465","1","5","308977","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
"16790","28465","1","5","344041","4","113.83","5.692","16.915","35.795","17.636","0","0","0","0","29","1.706","5.692","0","29","17.636","1.706","16.915","35.795","1","5","4"
