"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"3886","14180","8","2","5",NULL,"56",NULL,"0","77","27.65","17.95","2","1","3","3370","2289","1","0"
"3887","12329","2","3","1",NULL,"161",NULL,"0","37","9.01","17.95","4","2","2","9.01","2282","2","0"
"3888","31779","9","4","1",NULL,"66",NULL,"0","37","27.65","17.95","2","3","2","2891","1484","3","0"
"3889","30391","2","13","3",NULL,"110",NULL,"0","55","27.65","15.73","2","1","1","3142","15.73","1","0"
"3890","13473","10","5","5",NULL,"160",NULL,"0","58","27.65","17.95","4","3","2","1365","2077","3","0"
"3891","33708","10","15","5",NULL,"13",NULL,"0","56","20.32","17.95","3","3","2","20.32","1618","3","0"
"3892","12963","8","13","3",NULL,"30",NULL,"0","13","27.65","21.63","4","1","5","1096","21.63","1","0"
"3893","16816","10","5","5",NULL,"101",NULL,"0","39","27.65","19.48","3","2","3","2441","19.48","2","0"
"3894","25758","9","1","3",NULL,"30",NULL,"0","58","27.65","23.05","3","2","2","2427","23.05","2","0"
"3895","21131","3","7","3",NULL,"166",NULL,"0","30","35.69","18.18","1","3","2","35.69","18.18","3","0"
"3896","30020","7","15","5",NULL,"62",NULL,"0","50","27.65","17.95","2","3","2","2735","1318","3","0"
"3897","20096","4","9","2",NULL,"55",NULL,"0","59","27.65","32.84","2","4","3","3198","32.84","4","0"
"3898","19012","7","5","1",NULL,"28",NULL,"0","63","27.65","24.43","3","2","4","2143","24.43","2","0"
"3899","24097","4","12","3",NULL,"40","129289","0","58","29.51","17.95","2","3","2","29.51","1579","3","129289"
"3900","17300","8","11","4",NULL,"45",NULL,"0","50","55.61","22.03","1","3","1","55.61","22.03","3","0"
"3901","30990","2","12","1",NULL,"58",NULL,"0","50","28.65","17.95","2","2","5","28.65","2232","2","0"
"3902","30519","1","8","2",NULL,"113",NULL,"0","81","15.44","17.95","3","3","4","15.44","1092","3","0"
"3903","5721","3","5","2",NULL,"25",NULL,"0","24","37.61","17.94","1","3","4","37.61","17.94","3","0"
"3904","7908","4","3","3",NULL,"130",NULL,"0","47","27.65","17.95","2","4","3","3210","1027","4","0"
"3905","31753","5","8","1",NULL,"66","312265","0","52","44.01","19.71","1","3","2","44.01","19.71","3","312265"
"3906","18038","1","13","2",NULL,"178",NULL,"0","63","35.21","14.04","1","1","3","35.21","14.04","1","0"
"3907","26772","3","8","5",NULL,"54",NULL,"0","41","37.83","20.06","1","2","1","37.83","20.06","2","0"
"3908","5512","3","12","3",NULL,"20",NULL,"0","25","27.65","17.84","4","1","3","667","17.84","1","0"
"3909","33811","5","4","2",NULL,"105",NULL,"0","27","14.42","20.44","4","4","3","14.42","20.44","4","0"
"3910","10672","3","14","3",NULL,"85",NULL,"0","13","27.65","17.95","2","3","4","2813","2390","3","0"
"3911","7722","8","10","1",NULL,"123",NULL,"0","82","27.65","17.95","4","2","4","1407","2732","2","0"
"3912","10004","9","8","2",NULL,"129",NULL,"0","0","27.65","17.95","2","3","2","2875","1702","3","0"
"3913","2375","5","11","4",NULL,"36",NULL,"0","41","27.65","17.95","2","2","1","2919","2763","2","0"
"3914","6223","4","7","2",NULL,"81",NULL,"0","34","27.65","17.95","1","2","3","5126","2209","2","0"
"3915","6384","7","12","2",NULL,"89",NULL,"0","50","27.65","19.7","2","3","4","3041","19.7","3","0"
"3916","32578","1","1","2",NULL,"72",NULL,"0","13","21.1","23.79","3","2","2","21.1","23.79","2","0"
"3917","33885","10","15","3",NULL,"84",NULL,"0","37","27.65","12.8","2","4","3","2835","12.8","4","0"
"3918","33885","9","15","3",NULL,"84",NULL,"0","37","37.53","19.77","1","2","2","37.53","19.77","2","0"
"3919","22004","9","12","3",NULL,"59",NULL,"0","45","23.91","21.14","3","3","2","23.91","21.14","3","0"
"3920","27887","9","3","3",NULL,"180",NULL,"0","37","40.96","18.59","1","5","1","40.96","18.59","5","0"
"3921","8607","4","8","4",NULL,"52",NULL,"0","47","44.3","17.95","1","2","4","44.3","1757","2","0"
"3922","17674","6","7","1",NULL,"113",NULL,"0","11","27.65","13.88","3","2","3","1612","13.88","2","0"
"3923","34720","5","10","5",NULL,"115",NULL,"0","53","23.18","11.56","3","2","3","23.18","11.56","2","0"
"3924","29137","8","15","4",NULL,"46","274585","0","28","27.65","17.95","3","4","1","1537","1400","4","274585"
"3925","17075","9","8","2",NULL,"53",NULL,"0","100","27.24","17.95","2","2","4","27.24","1336","2","0"
"3926","21235","6","8","3",NULL,"94",NULL,"0","48","34.63","17.95","2","2","4","34.63","1521","2","0"
"3927","16702","6","7","3",NULL,"167",NULL,"0","49","27.65","17.95","3","2","3","2211","1500","2","0"
"3928","34448","4","2","1",NULL,"128",NULL,"0","76","27.65","17.95","3","2","1","2110","1443","2","0"
"3929","173","2","14","1",NULL,"130",NULL,"0","42","39.41","17.95","1","4","3","39.41","1122","4","0"
"3930","1126","9","5","2",NULL,"180",NULL,"0","69","14.34","27.17","4","2","2","14.34","27.17","2","0"
"3931","4073","7","9","4",NULL,"78",NULL,"0","93","29.94","18.88","2","1","3","29.94","18.88","1","0"
"3932","6758","5","9","3",NULL,"101",NULL,"0","70","27.65","17.95","4","4","2","1257","1592","4","0"
"3933","26704","7","5","5",NULL,"43",NULL,"0","25","27.65","12.71","3","1","2","1717","12.71","1","0"
"3934","26704","4","5","1",NULL,"43",NULL,"0","25","25.43","10.46","2",NULL,"4","25.43","10.46","0","0"
"3935","8626","7","12","5",NULL,"110",NULL,"0","11","27.57","17.95","2","2","3","27.57","2146","2","0"
"3936","31955","3","7","3",NULL,"72",NULL,"0","26","19.2","23.91","3","4","4","19.2","23.91","4","0"
"3937","26898","1","11","4",NULL,"150",NULL,"0","72","27.65","15.48","1","2","1","4574","15.48","2","0"
"3938","6790","5","11","1",NULL,"120",NULL,"0","50","39.91","17.95","1","2","3","39.91","1645","2","0"
"3939","5282","6","15","5",NULL,"139",NULL,"0","41","13.29","17.95","4","3","3","13.29","682","3","0"
"3940","27823","1","4","1",NULL,"91",NULL,"0","9","27.65","17.95","2","2","3","3131","2331","2","0"
"3941","31262","1","13","3",NULL,"35",NULL,"0","52","27.65","17.95","2","2","3","2749","1583","2","0"
"3942","8467","4","11","2",NULL,"148",NULL,"0","23","22.15","12.48","3","2","3","22.15","12.48","2","0"
"3943","4242","10","13","1",NULL,"51",NULL,"0","42","8.06","27.23","4","3","2","8.06","27.23","3","0"
"3944","19205","7","14","3",NULL,"155",NULL,"0","48","27.61","17.95","2","1","2","27.61","2096","1","0"
"3945","31188","2","5","1",NULL,"147",NULL,"0","25","27.65","13.08","3","3","3","1613","13.08","3","0"
"3946","1849","10","5","1",NULL,"105","212233","0","38","38.26","14.83","1","4","5","38.26","14.83","4","212233"
"3947","32578","1","9","2",NULL,"158",NULL,"0","41","21.1","23.79","3","2","2","21.1","23.79","2","0"
"3948","22987","3","1","3",NULL,"152",NULL,"0","52","29.44","12.44","2","5","3","29.44","12.44","5","0"
"3949","20909","4","14","1",NULL,"112",NULL,"0","55","11.71","17.95","4","1","3","11.71","1254","1","0"
"3950","3888","9","12","5",NULL,"4",NULL,"0","46","27.65","24.24","2","2","2","2929","24.24","2","0"
"3951","7669","5","4","2",NULL,"49",NULL,"0","21","27.65","17.95","4","3","3","1349","1286","3","0"
"3952","20823","3","10","2",NULL,"137",NULL,"0","47","27.65","29.9","4","3","2","1195","29.9","3","0"
"3953","16998","1","13","1",NULL,"151",NULL,"0","28","19.61","22.77","3","2","2","19.61","22.77","2","0"
"3954","29137","8","15","4",NULL,"108","274585","0","42","27.65","17.95","3","4","1","1537","1400","4","274585"
"3955","22533","4","5","2",NULL,"25",NULL,"0","22","43.46","17.95","1","2","3","43.46","1735","2","0"
"3956","8519","4","10","3",NULL,"60",NULL,"0","38","27.65","7.08","2","1","4","3367","7.08","1","0"
"3957","2959","10","13","2",NULL,"146",NULL,"0","56","18.8","12.7","3","3","3","18.8","12.7","3","0"
"3958","3182","8","15","1",NULL,"18",NULL,"0","15","17.01","17.95","3","1","3","17.01","1086","1","0"
"3959","10187","8","1","5",NULL,"111",NULL,"0","64","42.26","20.1","1","3","4","42.26","20.1","3","0"
"3960","4361","9","15","2",NULL,"72",NULL,"0","58","39","18.15","1","3","4","39","18.15","3","0"
"3961","31535","2","5","2",NULL,"166",NULL,"0","70","23.01","18.84","3","3","3","23.01","18.84","3","0"
"3962","21840","8","2","1",NULL,"165",NULL,"0","30","33.47","17.95","2","3","2","33.47","1061","3","0"
"3963","4761","4","5","5",NULL,"120",NULL,"0","47","20.16","17.95","3","2","1","20.16","2245","2","0"
"3964","33832","9","15","1",NULL,"113",NULL,"0","53","27.65","26.6","2","4","3","3305","26.6","4","0"
"3965","20754","3","5","3",NULL,"32",NULL,"0","37","27.65","17.95","3","2","1","2220","1642","2","0"
"3966","4578","5","14","2",NULL,"103",NULL,"0","57","27.65","16.85","1","2","2","3525","16.85","2","0"
"3967","4412","10","5","3",NULL,"167",NULL,"0","79","27.65","17.95","3","2","1","2469","2719","2","0"
"3968","31080","2","5","2",NULL,"91",NULL,"0","70","22.5","17.95","3","4","1","22.5","1892","4","0"
"3969","25856","6","7","2",NULL,"179",NULL,"0","39","27.65","17.95","4","2","3","1169","1668","2","0"
"3970","25874","9","9","3",NULL,"17",NULL,"0","41","27.65","17.95","2","5","1","2958","2220","5","0"
"3971","24846","5","14","1",NULL,"139",NULL,"0","12","27.57","17.95","2","3","3","27.57","1854","3","0"
"3972","32082","4","1","2",NULL,"174",NULL,"0","64","28.57","17.95","2","2","3","28.57","2496","2","0"
"3973","24360","5","3","2",NULL,"80",NULL,"0","51","40.93","17.95","1","2","3","40.93","2009","2","0"
"3974","26935","2","5","3",NULL,"58",NULL,"0","50","27.65","17.95","1","2","2","3502","1509","2","0"
"3975","16904","6","13","1",NULL,"135",NULL,"0","100","4.36","17.95","5","2","3","4.36","1527","2","0"
"3976","4856","5","13","1",NULL,"138",NULL,"0","66","27.65","25.74","1","1","3","3720","25.74","1","0"
"3977","4997","3","1","2",NULL,"116",NULL,"0","60","27.65","16.03","2","4","1","3492","16.03","4","0"
"3978","17842","3","12","3",NULL,"19",NULL,"0","47","38.04","17.95","1","3","1","38.04","1226","3","0"
"3979","26898","1","1","4",NULL,"89",NULL,"0","72","27.65","15.48","1","2","1","4574","15.48","2","0"
"3980","29057","1","1","1",NULL,"63",NULL,"0","43","27.65","13.72","9","3","5","2724","13.72","3","0"
"3981","32501","6","4","2",NULL,"78",NULL,"0","49","53.68","17.95","1","3","3","53.68","2080","3","0"
"3982","23087","1","14","3",NULL,"122",NULL,"0","22","27.65","17.95","3","1","2","2319","1948","1","0"
"3983","11051","8","12","2",NULL,"148",NULL,"0","17","19.9","17.95","3","3","3","19.9","1096","3","0"
"3984","5811","7","1","2",NULL,"96",NULL,"0","71","27.65","7.72","2","4","3","3046","7.72","4","0"
"3985","3993","1","5","3",NULL,"5",NULL,"0","60","15.62","17.95","3","1","1","15.62","2581","1","0"
"3986","30345","10","5","2",NULL,"29",NULL,"0","60","28.74","17.95","2","1","5","28.74","2126","1","0"
"3987","1242","9","2","1",NULL,"138",NULL,"0","25","23.23","20.21","3","3","3","23.23","20.21","3","0"
"3988","27421","1","15","2",NULL,"125",NULL,"0","43","27.65","17.95","3","2","3","1581","2574","2","0"
"3989","19488","4","9","5",NULL,"178",NULL,"0","49","17.47","22.71","3","3","1","17.47","22.71","3","0"
"3990","13591","9","14","3",NULL,"7",NULL,"0","47","27.65","28.18","1","2","3","3663","28.18","2","0"
"3991","18769","8","4","3",NULL,"40","264217","0","59","27.65","17.95","2","3","2","2723","1691","3","264217"
"3992","5884","3","8","5",NULL,"73",NULL,"0","69","25.96","26.66","2","1","1","25.96","26.66","1","0"
"3993","33876","10","5","2",NULL,"144",NULL,"0","63","43.8","17.95","1","3","1","43.8","2567","3","0"
"3994","11363","1","14","1",NULL,"125",NULL,"0","7","27.65","17.95","3","4","4","1927","1238","4","0"
"3995","29909","3","2","3",NULL,"143",NULL,"0","70","25.79","17.95","2","1","1","25.79","2128","1","0"
"3996","473","8","10","1",NULL,"135",NULL,"0","33","27.65","12.98","2","2","3","2585","12.98","2","0"
"3997","1384","4","13","5",NULL,"174",NULL,"0","23","54.11","17.95","1","1","2","54.11","2815","1","0"
"3998","10205","7","10","3",NULL,"161",NULL,"1","33","27.65","11.07","1","5","2","4469","11.07","5","0"
"3999","26293","8","8","5",NULL,"81",NULL,"0","22","27.65","22.66","2","2","4","2619","22.66","2","0"
"4000","3883","4","11","5",NULL,"78",NULL,"0","64","18.69","18.38","3","4","2","18.69","18.38","4","0"
"4001","10709","9","11","4",NULL,"146",NULL,"0","47","43.09","17.95","1","3","1","43.09","950","3","0"
"4002","29359","6","1","3",NULL,"92",NULL,"0","43","40.77","19.3","1","3","2","40.77","19.3","3","0"
"4003","12918","1","2","5",NULL,"104",NULL,"0","21","27.65","17.95","2","2","3","3395","1721","2","0"
"4004","17075","9","14","2",NULL,"8",NULL,"0","31","27.24","17.95","2","2","4","27.24","1336","2","0"
"4005","8341","4","5","5",NULL,"47",NULL,"0","41","27.68","17.95","2","3","1","27.68","2236","3","0"
"4006","26099","9","13","5",NULL,"17",NULL,"0","35","33.17","17.95","2","1","2","33.17","2059","1","0"
"4007","6691","10","2","5",NULL,"144",NULL,"0","79","27.65","14.13","1","4","3","4169","14.13","4","0"
"4008","4890","10","13","2",NULL,"69",NULL,"0","43","27.65","12.12","2","1","4","3157","12.12","1","0"
"4009","18605","3","5","3",NULL,"15",NULL,"0","24","15.73","17.39","3","4","5","15.73","17.39","4","0"
"4010","19716","8","5","3",NULL,"45",NULL,"0","37","22.26","17.95","3","3","3","22.26","2298","3","0"
"4011","21621","3","4","3",NULL,"138",NULL,"0","27","26.14","10.86","2","4","4","26.14","10.86","4","0"
"4012","18303","2","5","5",NULL,"46",NULL,"0","35","27.65","15.05","4","2","2","1436","15.05","2","0"
"4013","23761","7","5","3",NULL,"136","199081","0","63","27.65","14.5","3","3","4","1978","14.5","3","199081"
"4014","18238","10","5","3",NULL,"167",NULL,"0","30","27.65","15.08","1","3","2","3994","15.08","3","0"
"4015","21240","2","3","3",NULL,"3",NULL,"0","48","27.65","21.76","2","3","4","2836","21.76","3","0"
"4016","8542","5","11","4",NULL,"138",NULL,"0","50","10.83","17.95","4","1","3","10.83","1380","1","0"
"4017","4628","3","1","3",NULL,"66",NULL,"0","32","27.65","5","1","2","2","4170","-5","2","0"
"4018","22123","10","9","3",NULL,"106",NULL,"0","16","9.34","592","4","4","2","9.34","592","4","0"
"4019","34297","7","5","3",NULL,"38","209617","0","66","28.71","17.95","2","4","4","28.71","959","4","209617"
"4020","1629","3","7","3",NULL,"41",NULL,"0","65","30.37","21.37","2","3","2","30.37","21.37","3","0"
"4021","8065","7","7","3",NULL,"99","183385","1","51","27.65","17.95","2","3","3","3031","1438","3","183385"
"4022","18377","1","8","4",NULL,"143",NULL,"1","54","27.65","14.11","1","4","4","3774","14.11","4","0"
"4023","24083","10","5","2",NULL,"74",NULL,"0","44","28.27","17.95","2","4","2","28.27","1723","4","0"
"4024","15849","4","8","4",NULL,"110",NULL,"0","66","27.65","18.68","3",NULL,"3","2247","18.68","0","0"
"4025","13316","10","3","2",NULL,"21",NULL,"0","47","27.65","17.95","2","1","1","2832","2034","1","0"
"4026","12006","7","12","1",NULL,"1",NULL,"0","47","27.65","12.28","3","2","2","2125","12.28","2","0"
"4027","26653","3","15","3",NULL,"83",NULL,"0","26","44.08","17.95","1","1","3","44.08","1843","1","0"
"4028","17717","1","7","3",NULL,"89",NULL,"0","57","31.57","21.22","2","2","2","31.57","21.22","2","0"
"4029","24505","3","8","2",NULL,"33","59569","0","48","31.58","14.72","2","1","4","31.58","14.72","1","59569"
"4030","19857","3","11","3",NULL,"145",NULL,"0","69","27.65","17.95","3","2","4","1764","907","2","0"
"4031","18430","5","8","4",NULL,"174",NULL,"0","28","26.27","17.95","2","3","3","26.27","2440","3","0"
"4032","2686","9","10","3",NULL,"56",NULL,"0","42","27.65","9.98","1","2","4","3964","9.98","2","0"
"4033","29359","6","5","3",NULL,"78",NULL,"0","16","40.77","19.3","1","3","2","40.77","19.3","3","0"
"4034","7669","5","12","2",NULL,"55",NULL,"0","36","27.65","17.95","4","3","3","1349","1286","3","0"
"4035","27708","4","10","2",NULL,"178",NULL,"0","39","26.08","17.95","2","3","2","26.08","2425","3","0"
"4036","6446","4","15","2",NULL,"101",NULL,"0","20","27.65","17.95","2","3","2","2764","1539","3","0"
"4037","27343","3","3","1",NULL,"34",NULL,"0","12","27.65","17.95","2","3","3","2531","1843","3","0"
"4038","6909","9","8","2",NULL,"49",NULL,"0","50","23.78","23.4","3","3","3","23.78","23.4","3","0"
"4039","10169","3","12","1",NULL,"86",NULL,"0","66","27.65","16.09","2","2","2","3179","16.09","2","0"
"4040","9861","2","5","5",NULL,"70",NULL,"0","44","27.65","22.92","3","2","2","1751","22.92","2","0"
"4041","13736","4","5","2",NULL,"83",NULL,"0","43","27.65","28.36","3","1","2","1892","28.36","1","0"
"4042","9521","9","10","5",NULL,"42",NULL,"0","58","27.65","28.8","1","1","2","4157","28.8","1","0"
"4043","33469","7","12","2",NULL,"81",NULL,"0","56","27.65","17.95","2",NULL,"3","2598","2052","0","0"
"4044","12969","4","2","4",NULL,"72",NULL,"0","46","27.65","14.82","4","3","2","947","14.82","3","0"
"4045","14921","3","5","3",NULL,"5",NULL,"0","21","22.24","17.95","3","3","2","22.24","2467","3","0"
"4046","5498","7","5","1",NULL,"45",NULL,"0","50","30.33","25.2","2","2","3","30.33","25.2","2","0"
"4047","28154","5","10","2",NULL,"35",NULL,"0","42","27.65","17.95","2","2","1","2772","1937","2","0"
"4048","11249","8","10","1",NULL,"104",NULL,"0","3","27.65","17.95","2","2","3","3163","2096","2","0"
"4049","25842","2","11","5",NULL,"127",NULL,"0","42","27.65","17.95","2","2","3","2529","1499","2","0"
"4050","10426","7","3","1",NULL,"37",NULL,"0","15","28.59","18.77","2","4","2","28.59","18.77","4","0"
"4051","21451","10","15","3",NULL,"79",NULL,"0","34","27.65","15.28","3","3","3","1515","15.28","3","0"
"4052","28995","3","11","2",NULL,"150",NULL,"0","61","24.39","17.95","3","3","4","24.39","3084","3","0"
"4053","23434","2","5","3",NULL,"135",NULL,"0","42","32.4","20.75","2","3","3","32.4","20.75","3","0"
"4054","25020","9","12","4",NULL,"63",NULL,"0","36","27.65","5","1","1","2","3737","-5","1","0"
"4055","24648","2","15","5",NULL,"108",NULL,"0","71","40.38","17.95","1","1","4","40.38","744","1","0"
"4056","29370","1","15","2",NULL,"76",NULL,"0","67","27.65","17.95","2","2","4","3211","1254","2","0"
"4057","25674","6","9","3",NULL,"70",NULL,"0","56","27.65","5.9","3","2","3","2453","5.9","2","0"
"4058","32197","6","4","2",NULL,"176",NULL,"0","55","27.65","15.49","2","2","1","2893","15.49","2","0"
"4059","9255","8","5","1",NULL,"69",NULL,"0","75","27.65","23.4","2","2","2","3262","23.4","2","0"
"4060","9995","3","2","4",NULL,"50",NULL,"0","65","27.65","25.61","1","3","4","3894","25.61","3","0"
"4061","23547","10","14","3",NULL,"85",NULL,"0","26","19.92","17.95","3","2","1","19.92","936","2","0"
"4062","5316","8","2","2",NULL,"97",NULL,"0","48","27.65","17.95","3","1","3","2311","1483","1","0"
"4063","19992","6","14","2",NULL,"150",NULL,"0","34","27.65","17.95","3","3","2","2299","1758","3","0"
"4064","22874","9","14","5",NULL,"43",NULL,"0","2","27.65","13.57","1","3","4","3806","13.57","3","0"
"4065","3576","3","14","3",NULL,"16",NULL,"0","57","27.65","20.88","2","2","4","3240","20.88","2","0"
"4066","4245","1","5","1",NULL,"107",NULL,"0","6","26.78","5","2","2","4","26.78","-5","2","0"
"4067","21510","3","3","5",NULL,"143",NULL,"0","68","27.65","31.05","2","2","3","3380","31.05","2","0"
"4068","18479","1","10","3",NULL,"147",NULL,"0","44","19.52","5.39","3","1","2","19.52","5.39","1","0"
"4069","26747","10","15","5",NULL,"130",NULL,"0","25","27.65","21.55","3","3","2","2467","21.55","3","0"
"4070","18519","3","8","3",NULL,"46",NULL,"0","44","27.65","17.95","3","2","2","2079","2728","2","0"
"4071","23152","2","5","4",NULL,"124",NULL,"0","88","27.65","12.95","3","3","1","2288","12.95","3","0"
"4072","33441","3","2","2",NULL,"12",NULL,"0","6","36.61","10.87","1","2","3","36.61","10.87","2","0"
